id|wkt
90968|MULTIPOLYGON(((16.4518157800652 47.1157426214406,16.4491535548902 47.1151160782182,16.4490642272047 47.115182188051,16.4517604525817 47.1158123858687,16.4518157800652 47.1157426214406)))
90971|MULTIPOLYGON(((16.440428727399 47.1031539591174,16.4418380447578 47.1034295357698,16.4418388436564 47.1033663888844,16.4404666446209 47.1030773813291,16.440428727399 47.1031539591174)))
90972|MULTIPOLYGON(((16.4419064373276 47.1034414369428,16.4435120491544 47.1037745512119,16.4435365885802 47.1037281173392,16.4419060521443 47.1033785655219,16.4419064373276 47.1034414369428)))
90977|MULTIPOLYGON(((16.4580560374719 47.0161175709256,16.4578737031371 47.0162127608559,16.4579370088601 47.0162714537691,16.458331346155 47.0166245625932,16.4585296635179 47.0165465824822,16.4580560374719 47.0161175709256)))
90985|MULTIPOLYGON(((16.6541317926667 48.5480406077714,16.6538843627928 48.5481943578661,16.6571200265834 48.5503562224272,16.6573438734218 48.5501862016302,16.6541317926667 48.5480406077714)))
90986|MULTIPOLYGON(((16.7050202088149 48.5802791846751,16.7097455512698 48.5775020271589,16.7095741346099 48.5773736126486,16.7049859122726 48.5800702586328,16.7050202088149 48.5802791846751)))
91013|MULTIPOLYGON(((15.933178589731 46.9120417972297,15.9336732730569 46.9124554792139,15.9338398379984 46.912572111688,15.9340862617789 46.9123828142178,15.9342440680989 46.9122594318806,15.9343862376889 46.9121142066223,15.9343965128906 46.9119769741817,15.9342711878323 46.9118603425748,15.9341481741682 46.9117878260156,15.9339528835383 46.9118096505331,15.9335365925992 46.9118829399868,15.9333989375286 46.9119222858403,15.933246948733 46.9119936680888,15.933178589731 46.9120417972297)))
91038|MULTIPOLYGON(((15.8406629639548 48.8215606460285,15.8436145327934 48.8246575633671,15.8442373130644 48.8243807472779,15.8442467646859 48.8243739505153,15.8439287201948 48.8240041803261,15.8413886639487 48.8213393185656,15.8406629639548 48.8215606460285)))
91068|MULTIPOLYGON(((16.0364970181547 48.4418709598731,16.036094704529 48.4418392424228,16.0367188993305 48.4432837749563,16.0367855413528 48.4433058947541,16.0368252668595 48.4429863883102,16.0368177286287 48.4427722509896,16.0367685241976 48.4425446052734,16.0365030275789 48.4418850051181,16.0364970181547 48.4418709598731)))
91071|MULTIPOLYGON(((16.0257124724742 48.4415757362315,16.0258836395364 48.4411439990172,16.0242167262823 48.4408566704482,16.024101879647 48.441136932348,16.0257124724742 48.4415757362315)))
91072|MULTIPOLYGON(((16.033509033973 48.4397767967236,16.0331791528792 48.4397511720691,16.0345822743261 48.4430166274342,16.0349126072148 48.4430251018599,16.033509033973 48.4397767967236)))
91074|MULTIPOLYGON(((16.0093610725114 48.4630504589054,16.009416683252 48.4630008922317,16.0093616552396 48.4627894916759,16.0070663157029 48.4629713723973,16.0070982810214 48.4631449344442,16.0071750179601 48.4631757143153,16.0092878794656 48.4630562831703,16.0093610725114 48.4630504589054)))
91075|MULTIPOLYGON(((16.0067744176175 48.4617258209397,16.0067242475878 48.461476751383,16.0041278684889 48.4612930322486,16.0038421589748 48.4612742240304,16.0038185109578 48.4615607554893,16.0067744176175 48.4617258209397)))
91096|MULTIPOLYGON(((13.9316524586232 48.3033854820681,13.9327813950727 48.3031471608241,13.9328640154941 48.3030074326821,13.9329750407203 48.3025992040346,13.9319475043409 48.3026775537202,13.9316524586232 48.3033854820681)))
91109|MULTIPOLYGON(((15.9274978485907 48.2254712932212,15.9268840991265 48.2243931600624,15.9243278621016 48.2249996221839,15.9253080759338 48.2259908511986,15.9274978485907 48.2254712932212)))
91110|MULTIPOLYGON(((15.9469954454864 48.2234003507855,15.9466778925397 48.2250764174681,15.9470622936133 48.2251271795523,15.9473820839882 48.2234393334791,15.9469954454864 48.2234003507855)))
91112|MULTIPOLYGON(((15.9301011659866 48.2277586805523,15.9276216737243 48.2283456959047,15.9283505913702 48.2290825752395,15.9305577050788 48.2285599656793,15.9301011659866 48.2277586805523)))
91114|MULTIPOLYGON(((15.9374880656769 48.2262319386601,15.9376162894793 48.2260991906443,15.9380976542682 48.2251355236633,15.9369523347343 48.2231238223581,15.9358006472592 48.2232682935828,15.9374880656769 48.2262319386601)))
91119|MULTIPOLYGON(((16.7882411177259 47.9764611622839,16.7910027165627 47.9765931109787,16.7909952150927 47.9764610748875,16.7883605524515 47.9763360623612,16.7882809151498 47.9764172894832,16.7882411177259 47.9764611622839)))
91120|MULTIPOLYGON(((16.7744056916818 47.9603613692417,16.7745158602057 47.9604494507647,16.7745345688693 47.9604613305657,16.7747072440883 47.9603220712848,16.7746916738321 47.9602571294782,16.7746601995932 47.9601561445233,16.7744056916818 47.9603613692417)))
91144|MULTIPOLYGON(((14.8240798413988 48.7692426659186,14.8242516513622 48.7691905963214,14.8243055262873 48.76911227054,14.824321732936 48.7690258675407,14.824242638679 48.7689598481881,14.8241619977988 48.7689207520096,14.8238959025818 48.7690118023849,14.8240798413988 48.7692426659186)))
91146|MULTIPOLYGON(((14.8186752217416 48.7744535697068,14.8187573306623 48.7744085494371,14.818604766674 48.7741484902007,14.8185287630138 48.7741683378138,14.8186752217416 48.7744535697068)))
91163|MULTIPOLYGON(((16.7484838611702 48.5699135624431,16.7490033251123 48.5703404703226,16.7495567392716 48.5707929801093,16.749889460623 48.5706769859552,16.7500462498022 48.5706136589819,16.7498678447809 48.5704653472661,16.7489224050871 48.5697047983191,16.748854247642 48.5696549477941,16.7487236489937 48.5697417450806,16.7484838611702 48.5699135624431)))
91169|MULTIPOLYGON(((16.6479550088596 48.5599576362136,16.6497628179085 48.5606199854871,16.6500957615068 48.560633105954,16.648080342577 48.5598946183698,16.6479550088596 48.5599576362136)))
91172|MULTIPOLYGON(((16.6573438734218 48.5501862016302,16.6571200265834 48.5503562224272,16.6572346429412 48.5504327931646,16.6574580687743 48.5502629731601,16.6574361296764 48.5502478237714,16.6573438734218 48.5501862016302)))
91173|MULTIPOLYGON(((16.6699975038611 48.5629914708736,16.6694320143998 48.5634463192223,16.6748470272676 48.5665519867776,16.6756453710341 48.5659468408482,16.6702034342828 48.5628258535177,16.6699975038611 48.5629914708736)))
91175|MULTIPOLYGON(((16.5925604198288 48.676702363239,16.5936277012998 48.676961176239,16.5937519711651 48.6766587095615,16.5924608746913 48.6763087430112,16.5922121895119 48.6766179124091,16.5925604198288 48.676702363239)))
91179|MULTIPOLYGON(((16.5865837901909 48.682230113754,16.5867679042613 48.6822776157178,16.5877052366843 48.6812468271985,16.5875386606491 48.6811825477597,16.5870170112711 48.6817361373806,16.5865679937969 48.6822258077538,16.5865837901909 48.682230113754)))
91182|MULTIPOLYGON(((16.5982790897378 48.6767370164945,16.5992718342268 48.6770202394283,16.5993264960103 48.676866519149,16.599339571257 48.6768144500527,16.5986226020701 48.6765682036279,16.5983219700949 48.6764658744558,16.5981294857534 48.6766940817267,16.5982790897378 48.6767370164945)))
91183|MULTIPOLYGON(((16.5994619844833 48.6752264443148,16.5999806575218 48.6754868463775,16.6005369962771 48.6757583229051,16.6006592772488 48.6756474754108,16.5996217012468 48.6750560815593,16.5994619844833 48.6752264443148)))
91189|MULTIPOLYGON(((9.64533890733536 47.2271775175802,9.64580421043576 47.2273621838537,9.64629472922114 47.2266528034764,9.6462351691785 47.2266109434117,9.6458931793402 47.2263877900181,9.64533890733536 47.2271775175802)))
91195|MULTIPOLYGON(((13.908855252424 46.5586052429957,13.9091055189474 46.5585992374185,13.9090277920904 46.5575939089733,13.9089893372172 46.5573460140918,13.908969491448 46.5572648908591,13.9087721660336 46.5572699522049,13.9087989506468 46.5577564051562,13.908855252424 46.5586052429957)))
91197|MULTIPOLYGON(((13.908121137286 46.557250648111,13.9081235609214 46.5574802175248,13.9085080717593 46.5574768157448,13.908502223854 46.5572345496805,13.9082869601914 46.5571696705746,13.908119777366 46.5571207611636,13.908121137286 46.557250648111)))
91229|MULTIPOLYGON(((15.9948217918877 48.4501478619988,15.999813455393 48.4503147226989,15.9998194945076 48.4502061712084,15.9948326979086 48.4500400911719,15.9948217918877 48.4501478619988)))
91234|MULTIPOLYGON(((16.0297511340601 48.4543470661756,16.0315321974707 48.4551110613603,16.0321073065671 48.4549564656422,16.0300353744969 48.4540677886345,16.0297511340601 48.4543470661756)))
91235|MULTIPOLYGON(((16.027863448021 48.4529134219618,16.0273768999517 48.4532261483932,16.0297055608054 48.4543277952522,16.0300799550569 48.453959812171,16.027863448021 48.4529134219618)))
91236|MULTIPOLYGON(((16.0278066197745 48.4457088258258,16.0281990270205 48.4457750731863,16.0293603178467 48.4433223081373,16.0289650492711 48.4432623500824,16.0278066197745 48.4457088258258)))
91241|MULTIPOLYGON(((16.4974024649346 48.6885748448791,16.5064700743998 48.6876590372893,16.5063523543006 48.687307062138,16.4974738032582 48.6882038965262,16.4974024649346 48.6885748448791)))
91245|MULTIPOLYGON(((16.5324971156098 48.7540732158072,16.5331619838474 48.7540982432049,16.5343836545064 48.7537234338686,16.5342277146102 48.7533886425027,16.53228777285 48.753983827197,16.5324971156098 48.7540732158072)))
91247|MULTIPOLYGON(((16.524595366559 48.7453672794219,16.524511265223 48.7455691311617,16.525186749902 48.7458205015079,16.5253238637285 48.7456478486714,16.5252723113515 48.7456235691038,16.524595366559 48.7453672794219)))
91252|MULTIPOLYGON(((14.8583845908593 48.1814733103701,14.8584675300424 48.1814938804267,14.8587956003008 48.1810421924928,14.8590367937984 48.1806546964157,14.8587753906126 48.1806780341112,14.8584421550545 48.1807108780594,14.8584231721871 48.180837162915,14.8583845908593 48.1814733103701)))
91259|MULTIPOLYGON(((15.7455154911696 48.1143741876846,15.7455269277743 48.1144031829862,15.7458688209486 48.1144525218313,15.7459386463284 48.1144079150443,15.7460646628172 48.1142921818081,15.7461393694372 48.1142200766807,15.7461614073369 48.1140795837266,15.7460153390379 48.1140041360694,15.74564806219 48.1138941951912,15.7456344642254 48.1139418550236,15.7455236840953 48.1143421475922,15.7455154911696 48.1143741876846)))
91261|MULTIPOLYGON(((16.47961965504 48.7493994559316,16.4823234298335 48.7429837766105,16.4820993247239 48.7430175120396,16.4794163212647 48.7493834316303,16.47961965504 48.7493994559316)))
91262|MULTIPOLYGON(((16.4846667802678 48.777814923644,16.4849847378163 48.7778818645514,16.4852279154551 48.7739018102385,16.4845415628491 48.7737573736259,16.4843055274113 48.7777388271887,16.4846667802678 48.777814923644)))
91264|MULTIPOLYGON(((16.487698993998 48.7518961882599,16.4879735438375 48.7520228862567,16.488825025006 48.7486754275765,16.4884301798033 48.7486898879177,16.4876234267329 48.7518612140902,16.487698993998 48.7518961882599)))
91266|MULTIPOLYGON(((16.4539927884006 48.7777701730432,16.4539111706854 48.7778313183038,16.4556486724324 48.7786201302835,16.4557309899115 48.7785593072617,16.4539927884006 48.7777701730432)))
91267|MULTIPOLYGON(((9.72866377071898 47.2298664772053,9.72853346747432 47.2298649115489,9.72843528771553 47.2298698839762,9.72849069764133 47.2299363289956,9.72855351325108 47.2299996666002,9.72863847144755 47.2300503108647,9.72871020581371 47.2300835125334,9.72873219792409 47.2298851533116,9.72866377071898 47.2298664772053)))
91292|MULTIPOLYGON(((15.935390248577 48.2206380527942,15.9335393595808 48.2214676907824,15.934615172716 48.2233624571434,15.9367826244706 48.223090041824,15.935390248577 48.2206380527942)))
91295|MULTIPOLYGON(((16.7870761822242 47.9582616801282,16.7877708152986 47.9584669127386,16.7890738911591 47.9588457741084,16.7891772275792 47.9587551832133,16.7886067806054 47.9585630360958,16.7871794395989 47.9581435192378,16.7870761822242 47.9582616801282)))
91298|MULTIPOLYGON(((16.7742850358659 47.9602520860378,16.7745995778133 47.9599984110635,16.7745589447861 47.9599112243148,16.7742157031932 47.9601877524072,16.7742850358659 47.9602520860378)))
91299|MULTIPOLYGON(((16.7736449085818 47.9607140689953,16.7736871342828 47.9607342999417,16.7742585437853 47.9602734507852,16.7741892361015 47.9602090893805,16.7736205626493 47.960667713617,16.7736449085818 47.9607140689953)))
91300|MULTIPOLYGON(((16.7910693052529 47.9751949195383,16.7917155575937 47.9752767940127,16.7917311813556 47.9750394166987,16.7911248495259 47.9749633018071,16.7910693052529 47.9751949195383)))
91318|MULTIPOLYGON(((15.3108561969346 46.7643525312456,15.3111101193783 46.76446260294,15.3113423420695 46.7641674175305,15.3110664788235 46.7640689715623,15.3108561969346 46.7643525312456)))
91320|MULTIPOLYGON(((12.9082878581076 48.1384046396977,12.9085630515153 48.1383564905954,12.9094712428432 48.1381959253755,12.9096599056647 48.1381413473162,12.9094989752231 48.1378397501369,12.9079110503478 48.1381515694518,12.9078819674171 48.1384663937629,12.9082878581076 48.1384046396977)))
91326|MULTIPOLYGON(((13.2823845500111 46.8081309834197,13.2832788410993 46.8082056999184,13.2832812919985 46.8082054041351,13.2832550432674 46.8080993973823,13.2831399675376 46.807824783623,13.2828401947922 46.8076820811091,13.2824711647291 46.8075921442578,13.2823478372433 46.8078772090517,13.2823845500111 46.8081309834197)))
91336|MULTIPOLYGON(((16.7116199148186 48.574116148637,16.7173946274992 48.571912668059,16.7173205780451 48.5717605827567,16.7113669705726 48.5740322567469,16.7116199148186 48.574116148637)))
91341|MULTIPOLYGON(((10.7174241193987 47.2123774682456,10.7181630820404 47.2124956428793,10.7184910108628 47.2114033588773,10.7177860951351 47.2112187257992,10.7174241193987 47.2123774682456)))
91348|MULTIPOLYGON(((16.5921565626355 48.6803524519372,16.5940434235481 48.6799586564224,16.5939644598166 48.6798717525016,16.5914761062689 48.680363888858,16.591520610741 48.6804167078246,16.5915839738189 48.6804693813452,16.5921565626355 48.6803524519372)))
91356|MULTIPOLYGON(((15.8914122317202 48.1587538610469,15.8913931684259 48.1587724439451,15.8923740478544 48.1593862612668,15.8923974147131 48.1593698426174,15.8915304099531 48.1588126443597,15.8914122317202 48.1587538610469)))
91411|MULTIPOLYGON(((16.0320980920735 48.4491620730521,16.0341580378628 48.4470075076971,16.0336800982308 48.4468862854299,16.0316123874617 48.4490489234861,16.0320980920735 48.4491620730521)))
91412|MULTIPOLYGON(((16.0545954397339 48.4552393751355,16.0549584097757 48.4552272435194,16.0549773429687 48.454198316161,16.0545573243013 48.4541809055122,16.0545954397339 48.4552393751355)))
91413|MULTIPOLYGON(((16.0517506015725 48.4551320363503,16.0503213022646 48.4556644697894,16.0504695677194 48.4558423586854,16.0519921115966 48.4553655539926,16.0517506015725 48.4551320363503)))
91414|MULTIPOLYGON(((15.9853627489636 48.4640160734196,15.9852807193467 48.4640475615952,15.9852165236675 48.4642194030335,15.9878792770945 48.4647108945583,15.9878820841154 48.4646400918566,15.9878695105984 48.464540145781,15.9877900326125 48.4644573514518,15.9853627489636 48.4640160734196)))
91417|MULTIPOLYGON(((16.0394235558117 48.4399147674456,16.0359675753466 48.4403826986881,16.0361298355407 48.4407621728587,16.0394212207224 48.4403164724438,16.0394235558117 48.4399147674456)))
91420|MULTIPOLYGON(((16.036040028388 48.4331760837272,16.0358676835085 48.4328866008608,16.0323533156597 48.4333620963583,16.0323962144632 48.4336690464522,16.036040028388 48.4331760837272)))
91426|MULTIPOLYGON(((16.5387149817428 48.6698166231669,16.5389272928729 48.6701244401042,16.5393785899893 48.6701288454927,16.5397925360007 48.6698231018124,16.5387149817428 48.6698166231669)))
91429|MULTIPOLYGON(((16.5228583668384 48.669058931163,16.5247000390293 48.6731670302963,16.5249183716918 48.6730579566323,16.5230936716824 48.6689877804693,16.5228583668384 48.669058931163)))
91431|MULTIPOLYGON(((16.5363496916631 48.6530731519961,16.5387030971998 48.6535380866468,16.5387712994929 48.6533379396902,16.5388900670846 48.6528359161993,16.5383708639345 48.6527207243308,16.5375668203722 48.6526069824372,16.5364509474491 48.6525314453039,16.5364058741727 48.6526800472449,16.5363496916631 48.6530731519961)))
91432|MULTIPOLYGON(((16.5313009302792 48.6634373889128,16.5313044584081 48.6635797390615,16.5368568145414 48.6636687569448,16.5368715896841 48.6635266449632,16.5313009302792 48.6634373889128)))
91451|MULTIPOLYGON(((9.72752454523626 47.2288889972925,9.72775185402888 47.2288178464115,9.72771412384558 47.2286269914585,9.72743150077085 47.2285727820227,9.72752454523626 47.2288889972925)))
91471|MULTIPOLYGON(((16.7847826997264 47.9536320180613,16.7866318608428 47.9492701762511,16.7864430169082 47.949243601426,16.7863203334734 47.9492500010899,16.7844887918397 47.9535843047364,16.7847826997264 47.9536320180613)))
91475|MULTIPOLYGON(((16.7896208024184 47.981341992574,16.7902355807432 47.9800688532018,16.7901787549444 47.9798731193797,16.789452089631 47.9813779269978,16.7896208024184 47.981341992574)))
91476|MULTIPOLYGON(((16.8778137128713 48.0003475559382,16.8804899742613 48.0036939619254,16.8807827141082 48.0038198267669,16.8812073064365 48.0040002329648,16.8782566364266 48.0003037016862,16.8778137128713 48.0003475559382)))
91480|MULTIPOLYGON(((16.7902452415236 47.9750926695322,16.7909847782901 47.97517979445,16.7910408942066 47.9749511314269,16.790383405199 47.9748716331544,16.7902452415236 47.9750926695322)))
91540|MULTIPOLYGON(((15.4576584435717 48.7644178010638,15.4576645977573 48.764409638007,15.457403807961 48.764286963147,15.4574023773898 48.7643940034522,15.4575542733286 48.7644106760709,15.4576584435717 48.7644178010638)))
91543|MULTIPOLYGON(((15.4502798564695 48.7640081236779,15.4505604798295 48.7639231581136,15.4502527169594 48.7634817275784,15.4501341121136 48.7635509937612,15.4500748392357 48.7636162686048,15.4502798564695 48.7640081236779)))
91544|MULTIPOLYGON(((15.4727893950104 48.7715378850964,15.4733327011923 48.7709856820445,15.4729088728339 48.770852375578,15.4728479702987 48.7709149656646,15.4727240789023 48.771293249236,15.4726902440705 48.7715209566648,15.4727893950104 48.7715378850964)))
91573|MULTIPOLYGON(((16.5580996867319 48.6732644389018,16.5581505247677 48.6735535360704,16.5622295212228 48.6735069331484,16.5620864779324 48.6732188255766,16.5580996867319 48.6732644389018)))
91574|MULTIPOLYGON(((16.5387230603926 48.6723186145245,16.5403410893041 48.6779266189244,16.5415435917347 48.6778122587816,16.5398520449965 48.671949638435,16.5394329014678 48.6720849030417,16.5387230603926 48.6723186145245)))
91575|MULTIPOLYGON(((16.5612306354225 48.671651524014,16.5611153062235 48.6712108975164,16.5577856730029 48.6712551438619,16.5578463712966 48.671680459205,16.5612306354225 48.671651524014)))
91578|MULTIPOLYGON(((16.542845447449 48.6850190269819,16.5428834549414 48.6850804658427,16.5508679995323 48.6835795766697,16.5508460029609 48.6834234211871,16.5433373998607 48.6848348750584,16.5428824090034 48.6849601470818,16.542845447449 48.6850190269819)))
91579|MULTIPOLYGON(((16.5443056069244 48.6726787902742,16.5451100632021 48.6754672009695,16.5462189691524 48.6753205078717,16.545409471143 48.6725147423036,16.5453449627278 48.6725122591833,16.5450866723546 48.6725350263462,16.5444350199629 48.6726517559385,16.5443056069244 48.6726787902742)))
91584|MULTIPOLYGON(((16.5189319074618 48.6792035522979,16.5220154784393 48.6809603320259,16.5224648284671 48.6807774164637,16.5191915956268 48.6789125879029,16.5189319074618 48.6792035522979)))
91593|MULTIPOLYGON(((15.9607079669459 48.1719144165735,15.9609629758512 48.1727230520528,15.9610167437982 48.1727168412262,15.9607451141974 48.1719017858397,15.9607079669459 48.1719144165735)))
91606|MULTIPOLYGON(((13.8324334234659 48.2171942986576,13.8322291665852 48.2169105082145,13.8321730895743 48.216899196887,13.8320199571947 48.2168986536149,13.8315397970402 48.216966855241,13.8310741306076 48.2170856843318,13.8310040871308 48.2171088586896,13.8309700761752 48.2171318796684,13.8309561671665 48.2171837094963,13.8309644308152 48.2172796501611,13.8311395852519 48.2177150823273,13.8324334234659 48.2171942986576)))
91616|MULTIPOLYGON(((9.73151567702813 47.2202395100487,9.73154416177535 47.2200783674179,9.73140249044716 47.2200369651971,9.73138156446904 47.2201246211204,9.7314499590417 47.2202184979236,9.73151567702813 47.2202395100487)))
91628|MULTIPOLYGON(((16.7742963269671 47.9639727392996,16.7743789873594 47.9640195037047,16.7758070668146 47.9624175047958,16.7757526151071 47.9623361416627,16.7742915078144 47.9639700099431,16.7742963269671 47.9639727392996)))
91643|MULTIPOLYGON(((12.9044542398966 47.2522506080097,12.9049397041851 47.2531670563664,12.9046972844397 47.2526710786875,12.9044542398966 47.2522506080097)))
91669|MULTIPOLYGON(((16.7132588068176 48.5619435212928,16.7124253079544 48.5621590115614,16.7152470605917 48.565181905015,16.7156728992198 48.5649456181976,16.7159204806014 48.5647910832253,16.7132588068176 48.5619435212928)))
91670|MULTIPOLYGON(((16.6923017116024 48.566025844209,16.6965317467912 48.5693622760931,16.6967277765604 48.5689770429048,16.6929262616518 48.5659786783544,16.6923017116024 48.566025844209)))
91673|MULTIPOLYGON(((12.8321532406614 48.1323741672469,12.8321864992936 48.1323813195877,12.8323137872683 48.1324024641681,12.8324251118278 48.1324081740588,12.8326046639024 48.1324153493383,12.8326339037536 48.132396197625,12.8326610650989 48.1323585319901,12.8323869361931 48.1322676518243,12.8322443462438 48.1322210899883,12.832185078675 48.1322935388446,12.8321450280267 48.1323632373554,12.8321532406614 48.1323741672469)))
91682|MULTIPOLYGON(((12.829500512293 48.131711879076,12.8291842388087 48.1319970857593,12.8309040810516 48.1333225798627,12.8316514636116 48.1329051839249,12.8297232810448 48.1315215589107,12.829500512293 48.131711879076)))
91734|MULTIPOLYGON(((15.734766828106 48.1525201469071,15.7351599737765 48.1524438292354,15.7352470225732 48.1524085769186,15.7352774745275 48.1523541089944,15.7354656523475 48.1515274306514,15.734464417292 48.1514132810369,15.734213365776 48.1525762488175,15.7344985751668 48.1525678277449,15.734766828106 48.1525201469071)))
91777|MULTIPOLYGON(((12.5178611953662 46.845375386087,12.5179346847668 46.8453791564891,12.5180462155326 46.8453618486072,12.5180788035852 46.8453277913512,12.5179380225806 46.8452847250263,12.5178822473959 46.8452940222377,12.5178611953662 46.845375386087)))
91793|MULTIPOLYGON(((16.7885853300976 47.9834862345195,16.7890857673011 47.9824499591581,16.7889509191993 47.9824158296424,16.7884647065626 47.9834226649645,16.7885853300976 47.9834862345195)))
91797|MULTIPOLYGON(((16.8213032023643 47.9796559653591,16.8214318636134 47.9797357393744,16.8232876266502 47.9781575068829,16.8231325083903 47.978098452615,16.8213032023643 47.9796559653591)))
91798|MULTIPOLYGON(((16.8162485993105 47.9771137613491,16.8163218028283 47.9771354857943,16.8176840561222 47.9758728392809,16.8182742296082 47.975316529614,16.8180662496164 47.9752029209547,16.8176811612183 47.9755619430925,16.8160985089283 47.9770482789205,16.8162485993105 47.9771137613491)))
91809|MULTIPOLYGON(((15.8637987862842 48.7898025401618,15.8651060700923 48.7896743504836,15.8651857198394 48.7896124502,15.8651898018794 48.7893614475122,15.8651858033944 48.7890055953493,15.8651706255328 48.788868632184,15.8651352555558 48.7887657104943,15.8650226259609 48.788578044149,15.8642157896134 48.7874501384478,15.8641038200548 48.7874175805854,15.863751882914 48.7874918586735,15.8637987862842 48.7898025401618)))
91816|MULTIPOLYGON(((15.8612020573658 48.7739885530594,15.8616608198917 48.7754324207465,15.8634291684242 48.7751369130701,15.8638732580818 48.7749905396177,15.8633861919502 48.7734573980483,15.8612020573658 48.7739885530594)))
91830|MULTIPOLYGON(((15.3114453790217 46.7633002965959,15.3116552351268 46.7632800953687,15.3115796945651 46.7632290131405,15.3114453790217 46.7633002965959)))
91866|MULTIPOLYGON(((15.9971124426481 47.003259921538,15.9969763531754 47.003377495518,15.9969632337419 47.0033888317926,15.9973695938972 47.0036163514756,15.9977370257734 47.0038023145695,15.9979284084782 47.0036643568152,15.9971124426481 47.003259921538)))
91878|MULTIPOLYGON(((16.391930892682 48.4434548590151,16.3906679682735 48.4416122876596,16.3905652207438 48.4417124284948,16.3904432418607 48.4419065458569,16.3903630593007 48.4421279877427,16.39036948592 48.4421984917496,16.3905883653151 48.4427567555348,16.3907170799773 48.4429205395226,16.3909069078568 48.4430918608022,16.3911682208239 48.4432566570785,16.3915557753913 48.4434190667032,16.391914862167 48.4434997379464,16.391930892682 48.4434548590151)))
91883|MULTIPOLYGON(((16.3967300413168 48.4526477946816,16.396786239864 48.453296952484,16.399993521663 48.4532062780162,16.3999084809297 48.4525579405554,16.3967300413168 48.4526477946816)))
91934|MULTIPOLYGON(((13.3510954999612 48.0048978519173,13.3514099486738 48.0055220530835,13.3516348144347 48.0054714822288,13.3512807945391 48.0047697569751,13.3510954999612 48.0048978519173)))
91966|MULTIPOLYGON(((13.4961035204781 48.5170885710505,13.496409878126 48.5171169698675,13.496623645546 48.5164135198433,13.4967090579493 48.5160735213153,13.4966792498104 48.5160745516125,13.4963709843622 48.5162408854128,13.4962385597559 48.5166144432424,13.4961035204781 48.5170885710505)))
91975|MULTIPOLYGON(((16.1611977817763 47.4365325413151,16.1611805276511 47.4363881646215,16.1606447881295 47.436350785178,16.1606330968983 47.436500809995,16.1606338419496 47.4365147109431,16.1611977817763 47.4365325413151)))
91976|MULTIPOLYGON(((16.1610512701414 47.4337189227491,16.1612590940253 47.4337823550805,16.161328137508 47.4336670904652,16.1611383273049 47.4335956237906,16.16108706545 47.4336495230818,16.1610512701414 47.4337189227491)))
91979|MULTIPOLYGON(((14.9330862152813 48.0652296193772,14.9340164520491 48.0652794883934,14.9340601162417 48.0647224236206,14.9331434887703 48.064677406448,14.9330862152813 48.0652296193772)))
91980|MULTIPOLYGON(((14.9311319861749 48.0697962046766,14.9319739109545 48.0697676471307,14.9324866071003 48.069744625513,14.9326497888834 48.0691232635436,14.9318327353093 48.0688731044558,14.9316525257222 48.0690481121682,14.9315041973388 48.0692072852748,14.931367999809 48.0693834053758,14.9312636226335 48.0695373033444,14.9311839588552 48.0696644161173,14.9311319861749 48.0697962046766)))
91999|MULTIPOLYGON(((15.3540335305806 46.8586497165651,15.3546421748639 46.8589440543512,15.3557442767899 46.8594490231344,15.35590816051 46.8593286660104,15.3551744228571 46.8589784372723,15.3542210310581 46.8585424334358,15.3540335305806 46.8586497165651)))
92015|MULTIPOLYGON(((15.8030541503245 47.2203888533971,15.8028925542091 47.2206489234106,15.8029312314649 47.2206608518422,15.8030131838623 47.2205327588613,15.8030853543796 47.2203986388856,15.8030541503245 47.2203888533971)))
92040|MULTIPOLYGON(((14.1794337054779 48.1519592342679,14.1795242597717 48.1523915163665,14.1808836391375 48.1522644400619,14.1806888125224 48.151842012643,14.1804433812264 48.1518647678762,14.1794337054779 48.1519592342679)))
92054|MULTIPOLYGON(((13.4566632849777 46.8048343655484,13.4575175657688 46.804426579196,13.4569502315476 46.8038769052008,13.4560733016546 46.8042977131512,13.4566632849777 46.8048343655484)))
92129|MULTIPOLYGON(((16.1718607413884 47.3963397590033,16.1701355035687 47.3974519025,16.1702501415879 47.397548722465,16.1719337678459 47.396367471238,16.1718607413884 47.3963397590033)))
92130|MULTIPOLYGON(((16.1723945687703 47.3966255767291,16.172318928394 47.3965988299408,16.1710161886823 47.3981052467612,16.1711559034542 47.3981608474391,16.1723945687703 47.3966255767291)))
92131|MULTIPOLYGON(((16.1763878917556 47.3850553690257,16.1763674122563 47.385182954209,16.1778508271989 47.3855668229306,16.1779032367357 47.3854544433614,16.1763878917556 47.3850553690257)))
92141|MULTIPOLYGON(((16.0099706491142 48.6214981617558,16.010402912171 48.6212492933535,16.0101075920614 48.6201347883682,16.0096072582125 48.6201283433134,16.0099706491142 48.6214981617558)))
92142|MULTIPOLYGON(((16.0254428521426 48.6194095982764,16.0264715027188 48.6194104770539,16.0267088585298 48.6175902097251,16.0256677226463 48.6176858774702,16.0254428521426 48.6194095982764)))
92143|MULTIPOLYGON(((16.0267779435073 48.622673049551,16.0273185051558 48.6227278681973,16.0274307477119 48.6227386899599,16.027573643866 48.6194565990644,16.0269179953975 48.6194560098468,16.0267779435073 48.622673049551)))
